other_key,together_count,to_fraction,from_fraction
highway,2711498,0.6601,0.3496
surface,1153187,0.2807,0.4187
oneway,822382,0.2002,0.6556
source,742834,0.1808,0.1185
lanes,398113,0.0969,0.7127
maxspeed,353815,0.0861,0.7226
alt_name,321363,0.0782,0.9925
amenity,279801,0.0681,0.6332
addr:street,267073,0.065,0.1619
waterway,267013,0.065,0.1783
building,244499,0.0595,0.024
place,235232,0.0573,0.7884
ref,209518,0.051,0.5646
addr:city,195346,0.0476,0.2207
addr:housenumber,183549,0.0447,0.1258
lit,177856,0.0433,0.7562
addr:suburb,166712,0.0406,0.205
addr:postcode,155643,0.0379,0.2151
source:name,153553,0.0374,0.9906
shop,132314,0.0322,0.8015
operator,105389,0.0257,0.5819
layer,99952,0.0243,0.2192
postal_code,95657,0.0233,0.9587
landuse,95281,0.0232,0.136
access,83745,0.0204,0.2083
leisure,73373,0.0179,0.2351
phone,69843,0.017,0.9819
type,67839,0.0165,0.1937
sidewalk,60472,0.0147,0.8849
public_transport,53773,0.0131,0.3656
old_name,51898,0.0126,0.9805
bus,50021,0.0122,0.3855
bridge,48891,0.0119,0.3408
horse,47821,0.0116,0.7029
foot,46974,0.0114,0.5952
opening_hours,46725,0.0114,0.9106
tunnel,44369,0.0108,0.2051
building:levels,42739,0.0104,0.0308
bicycle,42453,0.0103,0.5018
brand,42226,0.0103,0.9321
website,41272,0.01,0.976
religion,38092,0.0093,0.7678
boundary,37798,0.0092,0.7574
description,37678,0.0092,0.2108
brand:wikidata,37520,0.0091,0.9733
intermittent,37391,0.0091,0.0891
natural,37074,0.009,0.0217
admin_level,35468,0.0086,0.8485
wikipedia,34392,0.0084,0.9797
network,33850,0.0082,0.7734
note,31870,0.0078,0.3843
service,31700,0.0077,0.1079
wikidata,30586,0.0074,0.9488
healthcare,30482,0.0074,0.8714
tourism,29497,0.0072,0.8099
IBGE:CD_ADMINIS,28964,0.0071,0.5513
wheelchair,28419,0.0069,0.5738
operator:type,27748,0.0068,0.7974
height,27021,0.0066,0.0075
denomination,25736,0.0063,0.8584
office,25612,0.0062,0.9111
short_name,23242,0.0057,0.9772
source:maxspeed,22608,0.0055,0.8561
cuisine,21516,0.0052,0.9277
width,19721,0.0048,0.5347
smoothness,19455,0.0047,0.5128
official_name,19097,0.0046,0.4657
brand:wikipedia,17508,0.0043,0.9851
population,17047,0.0042,0.9747
route_ref,16733,0.0041,0.8964
source:highway,16617,0.004,0.4595
crop,16400,0.004,0.5252
IBGE:GEOCODIGO,16227,0.004,0.9728
contact:phone,16063,0.0039,0.9764
gtfs_id,15772,0.0038,0.9122
source:postal_code,15018,0.0037,0.9857
email,14843,0.0036,0.9857
residential,14689,0.0036,0.6552
source:population,14615,0.0036,0.9724
sport,14525,0.0035,0.1664
cycleway:right,14396,0.0035,0.9428
railway,14391,0.0035,0.2764
power,14152,0.0034,0.0109
fixme,13734,0.0033,0.5128
motor_vehicle,13324,0.0032,0.4749
is_in:state,13124,0.0032,0.9799
shelter,12749,0.0031,0.3471
name:en,12279,0.003,0.9411
cycleway:left,11814,0.0029,0.9561
population:date,11570,0.0028,0.9998
network:wikidata,11505,0.0028,0.8576
is_in:municipality,11456,0.0028,0.9814
loc_name,11244,0.0027,0.799
lane_markings,11142,0.0027,0.8368
maxspeed:hgv,11024,0.0027,0.8906
man_made,10912,0.0027,0.0738
name:pt,10682,0.0026,0.9606
level,10631,0.0026,0.2744
route,10048,0.0024,0.7769
location,9841,0.0024,0.2357
oneway:bicycle,9343,0.0023,0.9337
turn:lanes,9270,0.0023,0.8906
shoulder,9176,0.0022,0.7473
check_date,9174,0.0022,0.7216
owner,9043,0.0022,0.7622
internet_access,8956,0.0022,0.9326
gauge,8943,0.0022,0.4413
water,8914,0.0022,0.0516
bench,8904,0.0022,0.3405
operator:wikidata,8836,0.0022,0.4686
electrified,8552,0.0021,0.4579
addr:country,8368,0.002,0.2997
start_date,8140,0.002,0.5527
payment:cash,7693,0.0019,0.8282
junction,7663,0.0019,0.153
barrier,7612,0.0019,0.0205
ele,7550,0.0018,0.0273
ownership,7475,0.0018,0.7639
payment:credit_cards,7432,0.0018,0.8286
public_transport:version,7427,0.0018,0.8706
substation,7371,0.0018,0.9831
source:date,7287,0.0018,0.1068
historic,7210,0.0018,0.6138
usage,7103,0.0017,0.5474
destination,6867,0.0017,0.2898
lanes:forward,6836,0.0017,0.8746
lanes:backward,6774,0.0016,0.8818
old_ref,6719,0.0016,0.7474
from,6450,0.0016,0.9587
to,6450,0.0016,0.9587
tracktype,6354,0.0015,0.0909
payment:debit_cards,6329,0.0015,0.8046
leaf_type,5876,0.0014,0.0169
cycleway,5763,0.0014,0.6535
addr:place,5739,0.0014,0.4656
atm,5539,0.0013,0.9891
aeroway,5526,0.0013,0.2206
healthcare:speciality,5484,0.0013,0.9687
leaf_cycle,5483,0.0013,0.0181
government,5385,0.0013,0.9523
smoking,5364,0.0013,0.7836
covered,5336,0.0013,0.2091
dispensing,5037,0.0012,0.884
departures_board,5022,0.0012,0.3718
narrow,4982,0.0012,0.5456
craft,4895,0.0012,0.7842
takeaway,4869,0.0012,0.9844
fee,4782,0.0012,0.2627
seasonal,4739,0.0012,0.1623
network:wikipedia,4601,0.0011,0.8447
contact:website,4527,0.0011,0.9706
dog,4490,0.0011,0.8666
maxheight,4402,0.0011,0.7617
boat,4387,0.0011,0.7783
area,4385,0.0011,0.0989
branch,4376,0.0011,0.7793
source:geometry,4268,0.001,0.1832
emergency,4125,0.001,0.3773
addr:state,4120,0.001,0.2399
industrial,4107,0.001,0.6064
roof:shape,3989,0.001,0.0453
drive_through,3986,0.001,0.9263
toll,3944,0.001,0.7298
maxspeed:type,3910,0.001,0.9053
air_conditioning,3904,0.001,0.75
incline,3889,0.0009,0.4528
colour,3853,0.0009,0.3284
source:ref,3852,0.0009,0.6501
sidewalk:right,3787,0.0009,0.8734
contact:facebook,3696,0.0009,0.9914
contact:email,3659,0.0009,0.9913
indoor,3635,0.0009,0.3299
sidewalk:left,3630,0.0009,0.8703
contact:instagram,3604,0.0009,0.9928
outdoor_seating,3567,0.0009,0.9462
vehicle,3466,0.0008,0.7944
sidewalk:width,3402,0.0008,0.9933
border_type,3389,0.0008,0.9653
sidewalk:surface,3343,0.0008,0.9412
nat_ref,3312,0.0008,0.8311
construction,3309,0.0008,0.3154
ski,3280,0.0008,0.9219
snowmobile,3278,0.0008,0.9111
capacity,3243,0.0008,0.2449
maxweight,3229,0.0008,0.9207
source:alt_name,3184,0.0008,0.9916
parking:lane:both,3170,0.0008,0.8656
survey:date,3107,0.0008,0.3148
is_in:country,3081,0.0008,0.9601
railway:traffic_mode,2998,0.0007,0.7443
mobile,2984,0.0007,0.9904
sidewalk:both,2962,0.0007,0.8339
internet_access:fee,2925,0.0007,0.9414
comment,2900,0.0007,0.7544
addr:housename,2865,0.0007,0.4671
name:es,2863,0.0007,0.9427
self_service,2844,0.0007,0.7754
parking:both,2828,0.0007,0.8849
bin,2791,0.0007,0.349
nohousenumber,2743,0.0007,0.5265
IBGE:CD_CLASSE_,2719,0.0007,0.2813
roof:colour,2710,0.0007,0.043
operator:wikipedia,2684,0.0007,0.4746
operator:short,2630,0.0006,0.7586
wikimedia_commons,2616,0.0006,0.9447
hgv,2605,0.0006,0.5828
species,2556,0.0006,0.354
parking:lane:right,2506,0.0006,0.9507
delivery,2491,0.0006,0.9443
parking:lane:left,2464,0.0006,0.9536
IJSN:administra,2429,0.0006,0.9984
service_times,2401,0.0006,0.976
IJSN:classeCnae,2376,0.0006,0.9983
via,2350,0.0006,0.934
ref:CNES,2312,0.0006,0.9948
club,2301,0.0006,0.8971
related_law,2299,0.0006,0.9496
material,2288,0.0006,0.0484
room,2264,0.0006,0.6331
source:surface,2235,0.0005,0.633
parking,2182,0.0005,0.0916
contact:mobile,2176,0.0005,0.9819
cycleway:both,2170,0.0005,0.8687
produce,2161,0.0005,0.0535
clothes,2154,0.0005,0.9672
icao,2132,0.0005,0.9695
direction,2101,0.0005,0.0572
sidewalk:both:surface,2084,0.0005,0.9877
reg_name,2035,0.0005,0.8918
roof:material,2030,0.0005,0.0495
building:colour,1992,0.0005,0.1031
currency:XBT,1986,0.0005,0.9975
payment:lightning,1933,0.0005,0.9974
mofa,1911,0.0005,0.8589
contact:whatsapp,1907,0.0005,0.9906
artwork_type,1883,0.0005,0.6684
fuel:diesel,1880,0.0005,0.8518
frequency,1873,0.0005,0.1026
tactile_paving,1862,0.0005,0.0781
is_in:suburb,1818,0.0004,0.9294
source:official_name,1807,0.0004,0.6578
overtaking,1771,0.0004,0.6833
moped,1768,0.0004,0.8504
route_master,1765,0.0004,0.9692
voltage,1737,0.0004,0.0948
trees,1733,0.0004,0.0236
payment:mastercard,1720,0.0004,0.9657
source:highway_classification,1688,0.0004,0.0885
payment:visa,1679,0.0004,0.9644
destination:ref,1660,0.0004,0.1623
social_facility,1631,0.0004,0.932
building:material,1607,0.0004,0.0375
embankment,1598,0.0004,0.4685
trolley_wire,1547,0.0004,0.874
protection_title,1543,0.0004,0.9981
official_route,1532,0.0004,0.998
payment:coins,1529,0.0004,0.8009
cemetery,1508,0.0004,0.5066
ref:vatin,1504,0.0004,0.9934
payment:onchain,1502,0.0004,0.9967
ref:INEP,1501,0.0004,0.9856
psv:lanes,1499,0.0004,0.981
gtfs:shape_id,1497,0.0004,0.9993
protect_class,1486,0.0004,0.9966
maxspeed:forward,1454,0.0004,0.7855
transit:lanes,1447,0.0004,0.9217
substance,1434,0.0003,0.5652
image,1427,0.0003,0.8321
name:etymology:wikidata,1419,0.0003,0.9979
maxspeed:backward,1402,0.0003,0.7785
roundtrip,1392,0.0003,0.8917
nat_name,1381,0.0003,0.8498
footway,1342,0.0003,0.0147
dual_carriageway,1335,0.0003,0.8748
seamark:type,1332,0.0003,0.1234
generator:source,1328,0.0003,0.0043
name:fr,1301,0.0003,0.9538
social_facility:for,1284,0.0003,0.9244
busway:right,1283,0.0003,0.9884
duration,1270,0.0003,0.8944
information,1268,0.0003,0.6483
payment:nfc,1254,0.0003,0.5876
motorcar,1244,0.0003,0.2965
pmfsefin:idedif,1239,0.0003,0.0015
entrance,1229,0.0003,0.0513
train,1229,0.0003,0.7577
payment:lightning_contactless,1196,0.0003,0.9967
turn:lanes:forward,1181,0.0003,0.8305
source:url,1162,0.0003,0.6768
IPP:CODBAIRRO,1157,0.0003,0.9983
addr:unit,1153,0.0003,0.1258
network:short,1142,0.0003,0.9422
grades,1142,0.0003,0.9794
parking:both:orientation,1138,0.0003,0.9428
source:lit,1137,0.0003,0.9451
old_operator,1127,0.0003,0.3187
IPP:CODATIVIDA,1121,0.0003,0.9982
IPP:CRE,1121,0.0003,0.9982
IPP:DESIGNACAO,1121,0.0003,0.9982
IPP:ENDNOVO,1121,0.0003,0.9982
IPP:COD_INEP,1118,0.0003,0.9982
IPP:BAIRRO,1117,0.0003,0.9982
fuel:octane_87,1116,0.0003,0.7376
second_hand,1115,0.0003,0.897
payment:notes,1103,0.0003,0.7388
psv,1099,0.0003,0.5155
IPP:CHAVE,1094,0.0003,0.9982
IPP:COD_SMA,1094,0.0003,0.9982
toilets,1091,0.0003,0.8957
access:lanes,1080,0.0003,0.9954
brand:short,1062,0.0003,0.9981
stroller,1046,0.0003,0.4699
turn:lanes:backward,1045,0.0003,0.834
bridge:name,1041,0.0003,0.9429
int_name,1038,0.0003,0.9558
gtfs_stop_desc,1030,0.0003,0.8612
parking:right,1023,0.0002,0.9455
maxlength,1022,0.0002,0.9706
fuel:ethanol,1021,0.0002,0.8645
IPP:FLG_VALIDA,1020,0.0002,0.998
carriageway_ref,1010,0.0002,0.8445
distance,1000,0.0002,0.0877
segregated,998,0.0002,0.192
addr:county,993,0.0002,0.3985
townhall:type,989,0.0002,0.9243
IPP:CodFavela,988,0.0002,0.993
building:flats,980,0.0002,0.4367
source:old_name,975,0.0002,0.9596
check_date:currency:XBT,967,0.0002,0.9979
source:law,966,0.0002,0.9777
abandoned:railway,961,0.0002,0.728
inscription,954,0.0002,0.6829
tidal,943,0.0002,0.3926
mapillary,943,0.0002,0.2714
fuel:etanol_comum,938,0.0002,0.8114
parking:left,936,0.0002,0.9474
police,923,0.0002,0.819
bus:lanes,922,0.0002,0.9476
memorial,903,0.0002,0.6649
trail_visibility,900,0.0002,0.4732
proposed,885,0.0002,0.4234
sac_scale,876,0.0002,0.5029
isced:level,875,0.0002,0.9966
addr:district,873,0.0002,0.1328
payment:pix,860,0.0002,0.9451
passenger_lines,856,0.0002,0.6028
lanes:bus,845,0.0002,0.9713
subway,840,0.0002,0.8493
motorboat,821,0.0002,0.801
beauty,815,0.0002,0.8996
fax,814,0.0002,0.9963
addr:door,812,0.0002,0.7907
generator:method,805,0.0002,0.0026
supervised,802,0.0002,0.1067
sub_bacia,799,0.0002,0.2107
ferry,789,0.0002,0.5759
payment:contactless,787,0.0002,0.8833
plant:source,779,0.0002,0.4053
IBGE:COD_UNICO_ENDERECO,752,0.0002,0.1
is_in,749,0.0002,0.8285
IPP:ENDERECO,738,0.0002,0.9986
house,734,0.0002,0.0557
maxspeed:bus,728,0.0002,0.9032
rooms,728,0.0002,0.9733
product,720,0.0002,0.0575
maxwidth,720,0.0002,0.8491
tower:type,719,0.0002,0.0178
attraction,718,0.0002,0.5781
mtb:scale:imba,710,0.0002,0.7172
inep,708,0.0002,0.9902
loc_ref,704,0.0002,0.1191
diet:vegetarian,702,0.0002,0.9901
destination:forward,697,0.0002,0.5454
lanes:psv,696,0.0002,0.9986
charge,692,0.0002,0.3857
studio,688,0.0002,0.9516
busway:left,687,0.0002,0.9971
operator:ref:vatin,685,0.0002,0.9928
fuel:gasoline_87,673,0.0002,0.7596
note:pt,668,0.0002,0.4293
denotation,664,0.0002,0.01
parking:right:orientation,662,0.0002,0.9525
preschool,660,0.0002,0.9524
military,658,0.0002,0.5015
brewery,652,0.0002,0.9588
source:sidewalk,644,0.0002,0.9832
trade,638,0.0002,0.9594
roof:levels,637,0.0002,0.0963
motorcycle,636,0.0002,0.1935
diet:vegan,630,0.0002,0.989
artist_name,625,0.0002,0.9484
IPP:TELEFONES,618,0.0002,0.9984
railway:preferred_direction,616,0.0001,0.8073
community_centre,604,0.0001,0.8507
maxspeed:practical,599,0.0001,0.7097
lamp:power,595,0.0001,0.9225
parking:condition:right,587,0.0001,0.9655
compressed_air,585,0.0001,0.7677
source:oneway,581,0.0001,0.9311
is_in:neighbourhood,570,0.0001,0.9076
salt,570,0.0001,0.2512
station,569,0.0001,0.9531
plant:output:electricity,561,0.0001,0.4636
building:part,560,0.0001,0.0015
currency:BRL,558,0.0001,0.6436
payment:cards,557,0.0001,0.9789
source:description,555,0.0001,0.5014
source_ref,553,0.0001,0.7681
disused:railway,551,0.0001,0.3764
name:ru,548,0.0001,0.9088
flood_prone,547,0.0001,0.4208
line_attachment,543,0.0001,0.1397
check_date:opening_hours,531,0.0001,0.9568
roof:height,531,0.0001,0.045
min_age,527,0.0001,0.8419
railway:ref,517,0.0001,0.9981
payment:maestro,514,0.0001,0.9716
fuel:gasoline,509,0.0001,0.9155
cutting,507,0.0001,0.5326
stars,505,0.0001,0.9637
railway:atc,504,0.0001,0.8873
maxspeed:bicycle,503,0.0001,0.9729
url,499,0.0001,0.9327
source:maxspeed:bicycle,497,0.0001,0.9726
district:type,496,0.0001,1.0
traffic_sign,494,0.0001,0.0676
sidewalk:right:surface,491,0.0001,0.9299
postal_code:side:even,491,0.0001,0.998
postal_code:side:odd,491,0.0001,0.9959
line_arrangement,486,0.0001,0.871
line_management,486,0.0001,0.4033
toilets:wheelchair,486,0.0001,0.9257
maxweight:signed,480,0.0001,0.7643
internet_access:ssid,477,0.0001,0.8472
parking:left:orientation,477,0.0001,0.9521
ref:CNUC,471,0.0001,0.9833
maxspeed:lanes,468,0.0001,0.9832
fence_type,466,0.0001,0.0362
destination:street,465,0.0001,0.2818
GEOCODIG_M,462,0.0001,0.9957
payment:coinos,461,0.0001,0.9978
recycling_type,461,0.0001,0.3884
service:vehicle:car_repair,460,0.0001,0.9091
male,459,0.0001,0.4294
seamark:name,459,0.0001,0.1563
lamp:type,455,0.0001,0.901
fuel:octane_95,453,0.0001,0.9398
plant:method,452,0.0001,0.3604
payment:visa_electron,452,0.0001,0.9762
roof:orientation,451,0.0001,0.0313
reservation,447,0.0001,0.038
wholesale,444,0.0001,0.9889
ref:Funai,439,0.0001,0.9777
payment:american_express,437,0.0001,0.9865
bicycle_rental,434,0.0001,0.9864
ship,433,0.0001,0.7006
state,433,0.0001,0.8154
light_rail,431,0.0001,0.8518
ford,430,0.0001,0.0113
passenger_information_display,430,0.0001,0.4937
source:access,430,0.0001,0.7107
cables,427,0.0001,0.0265
opening_hours:covid19,426,0.0001,0.9616
cycleway:left:oneway,422,0.0001,0.9462
goods,416,0.0001,0.5481
cycleway:est_width,413,0.0001,0.9857
local_ref,413,0.0001,0.0701
repair,413,0.0001,0.848
destination:backward,410,0.0001,0.626
oneway_type,409,0.0001,0.9381
trolleybus,409,0.0001,0.4648
bridge:structure,405,0.0001,0.1723
payment:visa_debit,404,0.0001,0.9758
bicycle_parking,403,0.0001,0.0995
service:bicycle:repair,400,0.0001,0.9412
generator:type,399,0.0001,0.0013
organic,393,0.0001,0.9269
wires,390,0.0001,0.0261
noexit,388,0.0001,0.0041
parking:condition:both,385,0.0001,0.9038
parking:condition:left,383,0.0001,0.9846
ref:pmf,382,0.0001,0.4463
is_in:state_code,381,0.0001,0.982
operator:website,381,0.0001,0.6853
pipeline,378,0.0001,0.1803
rental,378,0.0001,0.9947
surface:lanes,373,0.0001,0.9973
bar,370,0.0001,0.9814
generator:output:electricity,364,0.0001,0.0013
crossing,361,0.0001,0.0018
DER:RS:zona_de_fiscalizacao,360,0.0001,0.9972
name:de,360,0.0001,0.8933
incorrect:name,357,0.0001,0.4691
name:oym,356,0.0001,0.9889
service:vehicle:oil_change,355,0.0001,0.8142
cycleway:right:oneway,354,0.0001,0.939
operator:phone,353,0.0001,0.6737
is_in:city,352,0.0001,0.7082
IPP:CodEdificio,350,0.0001,0.0084
traffic_calming,347,0.0001,0.0038
name:ja,345,0.0001,0.9829
wetland,344,0.0001,0.0079
lcn,343,0.0001,0.7131
lifeguard,342,0.0001,0.8104
language:en,341,0.0001,0.9799
iata,336,0.0001,0.9912
PrefRecife:escola_codigo,334,0.0001,1.0
PrefRecife:mec_codigo,334,0.0001,1.0
handrail,334,0.0001,0.1374
PrefRecife:escola_tipo,333,0.0001,1.0
hgv:conditional,331,0.0001,0.9678
mtb:scale,329,0.0001,0.3145
name:etymology:wikipedia,328,0.0001,0.997
authentication:app,326,0.0001,0.9969
garden:type,326,0.0001,0.1649
is_in:country_code,326,0.0001,0.979
addr:milestone,324,0.0001,0.9205
name:he,324,0.0001,0.9969
maxspeed:advisory,323,0.0001,0.5176
reg_ref,314,0.0001,0.8031
building:levels:underground,314,0.0001,0.5368
museum,314,0.0001,0.9721
seamark:light:reference,313,0.0001,0.6336
alt_name_1,309,0.0001,0.9936
motor_vehicle:conditional,309,0.0001,0.9421
seamark:light:character,306,0.0001,0.1787
seamark:light:colour,306,0.0001,0.1778
addr:hamlet,304,0.0001,0.329
depot,302,0.0001,0.7438
tracks,302,0.0001,0.5957
fuel:cng,295,0.0001,0.8806
addr:full,295,0.0001,0.7662
highspeed,294,0.0001,0.9833
addr:neighbourhood,293,0.0001,0.1647
female,293,0.0001,0.3318
disused:amenity,292,0.0001,0.5659
indoor_seating,292,0.0001,0.9154
lighthouse:shape,289,0.0001,0.728
source:cycleway,289,0.0001,0.805
country,288,0.0001,0.2759
contact:twitter,286,0.0001,0.9931
emergency:phone,285,0.0001,0.9628
addr:floor,281,0.0001,0.8727
shelter_type,281,0.0001,0.134
addr:flats,280,0.0001,0.5224
seamark:light:height,274,0.0001,0.5437
seamark:light:range,274,0.0001,0.3937
drinking_water,273,0.0001,0.3559
fuel:diesel_S10,272,0.0001,0.8774
seamark:light:period,271,0.0001,0.2096
microbrewery,271,0.0001,0.941
bicycle:conditional,270,0.0001,0.9184
disused,270,0.0001,0.4091
source:motorboat,270,0.0001,1.0
motorroad,269,0.0001,0.3675
genus,265,0.0001,0.007
payment:diners_club,265,0.0001,0.9888
wikipedia:en,265,0.0001,0.9925
diplomatic,264,0.0001,0.898
payment:cryptocurrencies,264,0.0001,0.9888
IBGE:tipo,263,0.0001,1.0
service:bicycle:retail,259,0.0001,0.9664
aerialway,258,0.0001,0.4924
name:zh,258,0.0001,0.9847
opening_date,255,0.0001,0.6764
transformer,254,0.0001,0.3618
source:opening_hours,253,0.0001,0.9922
length,252,0.0001,0.1898
interval,251,0.0001,1.0
parking:both:restriction,251,0.0001,0.7968
IPP:CodLogradouro,250,0.0001,0.2453
hairdresser,248,0.0001,0.8464
status,247,0.0001,0.76
payment:electronic_purses,245,0.0001,0.5806
phone_1,245,0.0001,0.98
max_age,243,0.0001,0.7477
DER:RS:categoria_rodoviaria,242,0.0001,0.9959
draft,241,0.0001,0.9918
paving_stones:shape,241,0.0001,0.5965
not:brand:wikidata,239,0.0001,0.9637
language:es,236,0.0001,0.9874
canoe,236,0.0001,0.5351
wdb:source,235,0.0001,0.9671
circuits,235,0.0001,0.0158
hazard,235,0.0001,0.197
old_postal_code,230,0.0001,0.9957
flag,229,0.0001,0.9913
DER:RS:modalidade,227,0.0001,0.6736
contact:fax,227,0.0001,0.9956
symbol,226,0.0001,0.8014
is_in:province,225,0.0001,0.9868
heritage,225,0.0001,0.632
maxweight:conditional,223,0.0001,0.9867
IPP:CodQuadra,220,0.0001,0.2788
building:use,219,0.0001,0.0067
tourist_bus,218,0.0001,0.5956
aerodrome:type,217,0.0001,0.9909
destination:colour,217,0.0001,0.5425
destination:ref:to,217,0.0001,0.5306
end_date,217,0.0001,0.851
park_ride,217,0.0001,0.3407
source:draft,216,0.0001,0.9908
informal,216,0.0001,0.0449
advertising,215,0.0001,0.2057
maxlength:conditional,215,0.0001,0.9908
name:lt,215,0.0001,1.0
railway:end_date,213,0.0001,0.8256
lanes:bus:conditional,211,0.0001,0.9906
target,211,0.0001,0.9134
est_width,210,0.0001,0.8367
network:type,210,0.0001,0.8642
cargo,209,0.0001,0.7232
construction:railway,208,0.0001,0.9858
IPP:OBS,207,0.0001,0.9952
model,205,0.0,0.9234
wall,205,0.0,0.0352
IPP:Codigo,204,0.0,0.9107
name:ko,204,0.0,0.9903
oneway:conditional,204,0.0,0.7938
contact:youtube,203,0.0,1.0
top_ele,203,0.0,0.0047
parking:both:fee,200,0.0,0.995
site,199,0.0,0.9087
historic:railway,196,0.0,0.9655
source:addr,196,0.0,0.028
seamark:harbour:category,195,0.0,0.6311
content,194,0.0,0.0226
ruins,194,0.0,0.447
GEOCODIG_D,193,0.0,0.919
diet:meat,193,0.0,0.9948
gtfs:stop_id,193,0.0,0.9897
guest_house,193,0.0,0.9747
abandoned,192,0.0,0.3142
swimming_pool,191,0.0,0.1188
training,190,0.0,0.9896
architect,189,0.0,0.9175
fishing,189,0.0,0.6279
name:uk,188,0.0,0.9947
IPP:CodLote,186,0.0,0.056
name:ar,186,0.0,1.0
alt_name:en,184,0.0,0.902
operator:en,184,0.0,0.9485
source:noname,184,0.0,0.3915
service:vehicle:tyres,183,0.0,0.9059
automated,183,0.0,0.688
board_type,182,0.0,0.7165
payment:cheque,182,0.0,1.0
communication:mobile_phone,180,0.0,0.0059
polling_station,180,0.0,0.973
name:bg,179,0.0,1.0
name:ka,179,0.0,1.0
parking:condition:right:time_interval,179,0.0,0.9944
playground,179,0.0,0.171
taxi_vehicle,179,0.0,0.8136
railway:cbtc,178,0.0,0.8945
service:vehicle:used_car_sales,176,0.0,0.9724
left:country,175,0.0,0.9722
right:country,175,0.0,0.9722
service:vehicle:electrical,175,0.0,0.9115
service:vehicle:diagnostics,174,0.0,0.911
parking:lane:both:parallel,173,0.0,1.0
shoes,172,0.0,0.9942
structure,172,0.0,0.0192
source:ele,170,0.0,0.322
paving_stones:length,170,0.0,0.6439
service:vehicle:brakes,170,0.0,0.9551
baby_feeding,170,0.0,0.9884
name:sr,170,0.0,1.0
destination:lanes,170,0.0,0.8808
parking:right:restriction,168,0.0,0.9882
resource,168,0.0,0.2741
not:name,167,0.0,0.5219
city_block:network,166,0.0,0.6803
min_height,165,0.0,0.0358
mtb:scale:uphill,164,0.0,0.4713
abandoned:electrified,162,0.0,0.675
name:kk,161,0.0,1.0
payment:discover_card,161,0.0,0.9938
heritage:operator,159,0.0,0.8071
seamark:landmark:function,158,0.0,0.6556
FIXME,158,0.0,0.3844
ref:cue,157,0.0,1.0
cash_in,156,0.0,0.7723
name:lv,156,0.0,1.0
payment:voucher_meal,155,0.0,1.0
hgv:lanes,153,0.0,0.9935
vaccination,153,0.0,1.0
tower:construction,152,0.0,0.0512
wifi,152,0.0,0.9682
addr:subdistrict,152,0.0,0.5468
sidewalk:left:surface,151,0.0,0.9042
changing_table,150,0.0,0.3055
maxspeed:motorcar,150,0.0,0.838
payment:account_cards,150,0.0,1.0
description:name,149,0.0,1.0
name:mk,149,0.0,1.0
neighborhood,149,0.0,0.9803
railway:ballastless,148,0.0,0.7914
service:bicycle:pump,147,0.0,0.8596
parking:lane:right:parallel,146,0.0,0.9605
maxspeed:motorcycle,146,0.0,0.8343
alt_name1,145,0.0,0.9797
fuel:gasolina_comum,145,0.0,0.9477
abandoned:gauge,144,0.0,0.7956
level_name,144,0.0,0.4404
network:class,144,0.0,1.0
related_law:url,144,0.0,1.0
maxspeed:conditional,143,0.0,0.9286
fuel:gasolina_aditivada,141,0.0,0.9463
lamp_type,141,0.0,0.0273
abandoned:usage,141,0.0,0.7268
check_date:shelter,139,0.0,0.4498
service:vehicle:batteries,138,0.0,0.9452
service:vehicle:inspection,138,0.0,0.92
abandoned:start_date,137,0.0,0.7135
harbour,137,0.0,0.3522
electrified:rail,136,0.0,0.3317
embassy,136,0.0,1.0
not:operator:wikidata,135,0.0,0.5745
name:ca,135,0.0,0.9926
check_date:surface,135,0.0,0.3649
coastline:survey_quality,134,0.0,0.0955
name_1,134,0.0,0.9781
driving_side,133,0.0,0.6786
ramp,133,0.0,0.1008
noref,132,0.0,0.352
service:bicycle:second_hand,131,0.0,0.9424
unisex,131,0.0,0.2327
species:wikidata,131,0.0,0.0591
name:eo,131,0.0,1.0
crossing:markings,131,0.0,0.0017
circumference,130,0.0,0.0909
crossing:island,130,0.0,0.0072
parking:left:restriction,130,0.0,0.942
payment:girocard,130,0.0,1.0
service:bicycle:cleaning,130,0.0,0.9559
dance:teaching,129,0.0,0.9281
foot:conditional,129,0.0,0.8431
hazard_type,129,0.0,0.9214
toilets:access,128,0.0,0.9552
tessellate,128,0.0,1.0
abandoned:end_date,127,0.0,0.7017
school,127,0.0,0.784
door,125,0.0,0.0513
name:it,125,0.0,0.8224
busway,123,0.0,0.7321
payment:dkv,123,0.0,0.9919
payment:uta,123,0.0,0.9919
playground:theme,123,0.0,0.3379
source:source,122,0.0,0.9919
zone,122,0.0,1.0
district,122,0.0,0.976
service:vehicle:new_car_sales,122,0.0,0.9839
theatre:type,121,0.0,0.4566
hazard_prone,121,0.0,0.9237
surveillance,121,0.0,0.0831
name:fa,120,0.0,1.0
cycleway:left:conditional,119,0.0,0.9917
ref:DETRO,119,0.0,1.0
ref:operator,119,0.0,1.0
related_law:name,119,0.0,0.9917
service:vehicle:repairs,118,0.0,0.8741
IPP:Fonte,118,0.0,0.8613
order,117,0.0,0.9512
abandoned:name,116,0.0,0.6591
family,116,0.0,1.0
fuel:biodiesel,116,0.0,0.8593
hiking,116,0.0,0.703
addr:province,115,0.0,0.9504
bus:service,115,0.0,1.0
source:width,114,0.0,0.8769
crown_type,114,0.0,0.0168
